,catchment3,catchment4,catchment5,catchment6,catchment_1,catchment_2
10574,[0.01329264],[0.],[0.00780538],[0.00787968],[0.00878342],[0.01361491]
10575,[0.01306195],[0.],[0.00767059],[0.00774317],[0.00863136],[0.0133799]
10576,[0.01252282],[0.],[0.0073535],[0.00742349],[0.00827453],[0.01282694]
10577,[0.01199232],[0.],[0.00704246],[0.00710899],[0.00792374],[0.01228349]
10578,[0.0116303],[0.],[0.00682992],[0.00689472],[0.00768528],[0.01191283]
10579,[0.01086307],[0.],[0.00637891],[0.00644026],[0.00717811],[0.01112659]
10580,[0.0105192],[0.],[0.00617674],[0.00623549],[0.00695088],[0.01077408]
10581,[0.01025482],[0.],[0.00602208],[0.0060791],[0.00677635],[0.01050365]
10582,[0.01007165],[0.],[0.00591408],[0.00597024],[0.00665539],[0.01031616]
10583,[0.00976493],[0.],[0.0057335],[0.0057888],[0.00645235],[0.01000166]
10584,[0.00961373],[0.],[0.00564538],[0.00569894],[0.00635213],[0.00984701]
10585,[0.0093623],[0.],[0.00549763],[0.00555034],[0.00618624],[0.0095904]
10586,[0.00903917],[0.],[0.00530755],[0.00535766],[0.00597283],[0.00925776]
10587,[0.00893722],[0.],[0.0052488],[0.00529805],[0.0059063],[0.00915581]
10588,[0.0087264],[0.],[0.00512438],[0.00517363],[0.00576634],[0.00893894]
10589,[0.00851472],[0.],[0.00499997],[0.00504749],[0.00562637],[0.00872208]
10590,[0.00832723],[0.],[0.00489024],[0.00493603],[0.00550282],[0.00852941]
10591,[0.00799027],[0.],[0.00469152],[0.00473645],[0.00527904],[0.00818381]
10592,[0.0238153],[0.],[0.0139847],[0.01411776],[0.0157369],[0.02439331]
10593,[0.02331245],[0.],[0.01369008],[0.01381968],[0.01540426],[0.02387923]
10594,[0.02302042],[0.],[0.01351814],[0.01364602],[0.01521158],[0.02357942]
10595,[0.02267136],[0.],[0.01331338],[0.01344038],[0.01498176],[0.02322346]
10596,[0.02179613],[0.],[0.0127993],[0.01292112],[0.01440202],[0.02232576]
10597,[0.09007891],[0.],[0.05289667],[0.05340038],[0.05952269],[0.09226829]
10598,[0.08454499],[0.],[0.04964803],[0.05011978],[0.05586624],[0.08660131]
10599,[0.08212666],[0.],[0.04822762],[0.0486864],[0.0542687],[0.08412422]
10600,[0.07873978],[0.],[0.04623869],[0.04667846],[0.05203008],[0.0806544]
10601,[0.07603027],[0.],[0.0446472],[0.04507229],[0.05023987],[0.07787923]
10602,[0.07148131],[0.],[0.04197571],[0.04237488],[0.04723402],[0.07321882]
10603,[0.06582384],[0.],[0.0386545],[0.0390217],[0.04349635],[0.06742483]
10604,[0.06016118],[0.],[0.0353281],[0.03566419],[0.0397535],[0.06162307]
10605,[0.05769274],[0.],[0.03387917],[0.03420144],[0.03812314],[0.05909501]
10606,[0.14494118],[0.],[0.08511437],[0.08592394],[0.09577526],[0.1484663]
10607,[0.13463366],[0.],[0.07906205],[0.07981286],[0.08896435],[0.13790822]
10608,[0.12366605],[0.],[0.07262093],[0.07331126],[0.08171712],[0.12667277]
10609,[0.10977552],[0.],[0.0644639],[0.06507734],[0.07253885],[0.11244528]
10610,[0.10243411],[0.],[0.06015341],[0.06072538],[0.06768749],[0.10492589]
10611,[0.20234362],[0.],[0.11882333],[0.11995344],[0.13370659],[0.2072641]
10612,[0.17647546],[0.],[0.10363248],[0.10461744],[0.11661322],[0.18076694]
10613,[0.15786403],[0.],[0.09270374],[0.09358502],[0.10431504],[0.16170365]
10614,[0.14303866],[0.],[0.08399722],[0.08479555],[0.09451814],[0.14651626]
10615,[0.1318248],[0.],[0.07741181],[0.0781488],[0.08710848],[0.13503024]
10616,[0.1230768],[0.],[0.07227446],[0.07296221],[0.08132746],[0.1260697]
10617,[0.10863245],[0.],[0.06379258],[0.0643991],[0.07178371],[0.11127456]
10618,[0.09749635],[0.],[0.05725296],[0.05779814],[0.06442502],[0.09986717]
10619,[0.08939808],[0.],[0.0524975],[0.0529969],[0.05907341],[0.0915719]
10620,[0.08447501],[0.],[0.04960656],[0.0500783],[0.05582045],[0.08653046]
10621,[0.08173267],[0.],[0.04799606],[0.04845226],[0.05400778],[0.08371987]
10622,[0.07859462],[0.],[0.04615402],[0.04659293],[0.05193504],[0.08050579]
10623,[0.08819971],[0.],[0.05179421],[0.05228669],[0.05828112],[0.09034416]
10624,[0.08260704],[0.],[0.04850928],[0.04897066],[0.05458579],[0.08461498]
10625,[0.07567258],[0.],[0.04443725],[0.04485974],[0.05000314],[0.07751203]
10626,[0.23582534],[0.],[0.13848451],[0.13980125],[0.15583104],[0.24155971]
10627,[0.70963517],[0.],[0.41672189],[0.42068506],[0.46891958],[0.72689184]
10628,[0.57658522],[0.],[0.33859037],[0.34180963],[0.38100067],[0.59060534]
10629,[0.48095165],[0.],[0.28243123],[0.28511741],[0.31780771],[0.49264762]
10630,[0.41681866],[0.],[0.24477034],[0.24709795],[0.27542938],[0.4269551]
10631,[0.383616],[0.],[0.22527245],[0.22741517],[0.25348982],[0.39294547]
10632,[0.32968858],[0.],[0.19360426],[0.19544544],[0.21785501],[0.33770563]
10633,[0.29132006],[0.],[0.17107286],[0.17269978],[0.19250093],[0.298404]
10634,[0.24501139],[0.],[0.14387933],[0.14524704],[0.16190064],[0.25096954]
10635,[2.34387648],[0.],[1.3764047],[1.38949258],[1.54880813],[2.4008737]
10636,[1.98042624],[0.],[1.16297338],[1.17403258],[1.30864378],[2.02858387]
10637,[1.46115965],[0.],[0.85804358],[0.86620234],[0.96551914],[1.49669165]
10638,[1.18583741],[0.],[0.69636326],[0.70298496],[0.78358838],[1.21467341]
10639,[3.08788589],[0.],[1.81331136],[1.83055334],[2.04044141],[3.1629744]
10640,[2.36744813],[0.],[1.39024598],[1.40346518],[1.56438432],[2.42501731]
10641,[1.96040736],[0.],[1.15121779],[1.16216467],[1.29541594],[2.00807942]
10642,[1.45948608],[0.],[0.85706035],[0.86521046],[0.96441322],[1.49497747]
10643,[1.19938752],[0.],[0.7043207],[0.71101757],[0.79254202],[1.2285527]
10644,[1.04561626],[0.],[0.61402147],[0.61986038],[0.69093216],[1.07104378]
10645,[0.91775981],[0.],[0.53893987],[0.54406426],[0.60644592],[0.94007779]
10646,[0.7936056],[0.],[0.4660321],[0.47046269],[0.52440566],[0.8129039]
10647,[0.67722307],[0.],[0.39768797],[0.4014697],[0.44750189],[0.69369178]
10648,[0.53546227],[0.],[0.31444157],[0.31743101],[0.35382787],[0.54848275]
10649,[0.45882547],[0.],[0.26943754],[0.27200016],[0.3031871],[0.46998317]
10650,[0.40331002],[0.],[0.23683795],[0.23908954],[0.26650339],[0.41311814]
10651,[0.37735805],[0.],[0.22159699],[0.22370342],[0.24935299],[0.38653373]
10652,[0.31819219],[0.],[0.18685382],[0.18863021],[0.21025786],[0.32593018]
10653,[0.18627062],[0.],[0.10938499],[0.11042438],[0.12308544],[0.19080058]
10654,[0.16196285],[0.],[0.09510998],[0.09601459],[0.10702368],[0.16590096]
10655,[0.27805594],[0.],[0.16328304],[0.16483651],[0.18373565],[0.28481674]
10656,[0.25151904],[0.],[0.14769994],[0.1491048],[0.16620077],[0.2576353]
10657,[0.23687424],[0.],[0.13909968],[0.14042246],[0.1565231],[0.24263366]
10658,[0.21204288],[0.],[0.12451882],[0.1257025],[0.14011574],[0.21719923]
10659,[0.19318003],[0.],[0.11344147],[0.11452061],[0.12765082],[0.1978776]
10660,[0.45483811],[0.],[0.26709696],[0.26963626],[0.30055277],[0.46589904]
10661,[0.41866848],[0.],[0.24585638],[0.24819437],[0.27665194],[0.42884986]
10662,[0.37572509],[0.],[0.22063882],[0.22273661],[0.24827472],[0.38486189]
10663,[1.29918816],[0.],[0.76292669],[0.7701817],[0.85848854],[1.33077946]
10664,[1.1488513],[0.],[0.67464403],[0.6810601],[0.75914842],[1.17678701]
10665,[0.98278013],[0.],[0.57712176],[0.58260902],[0.64941005],[1.0066775]
10666,[0.80764474],[0.],[0.47427638],[0.4787856],[0.53368243],[0.82728346]
10667,[0.73347379],[0.],[0.43072042],[0.43481578],[0.48467117],[0.75130934]
10668,[0.63811411],[0.],[0.37472285],[0.37828598],[0.42165878],[0.65363155]
10669,[0.53588131],[0.],[0.31468781],[0.31767984],[0.35410435],[0.54891216]
10670,[1.95350832],[0.],[1.1471665],[1.1580745],[1.29085747],[2.00101277]
10671,[4.45696214],[0.],[2.61728064],[2.64216816],[2.94511334],[4.56534403]
10672,[3.34945843],[0.],[1.96691587],[1.98561802],[2.21328547],[3.43090685]
10673,[2.6417543],[0.],[1.55132842],[1.56607949],[1.74564288],[2.70599443]
10674,[2.06461267],[0.],[1.21241059],[1.22393981],[1.36427328],[2.11481798]
10675,[3.09095309],[0.],[1.8151128],[1.83237206],[2.04246835],[3.16611677]
10676,[8.62945229],[0.],[5.06750774],[5.11569389],[5.7022488],[8.83929542]
10677,[6.33952138],[0.],[3.72278246],[3.75818141],[4.18908672],[6.49368058]
10678,[4.57310707],[0.],[2.6854848],[2.71101946],[3.02185987],[4.68431338]
10679,[3.46407149],[0.],[2.03422147],[2.05356384],[2.28902112],[3.5483089]
10680,[2.80308902],[0.],[1.64606947],[1.66172083],[1.85225098],[2.87125258]
10681,[2.21010595],[0.],[1.29784982],[1.31019034],[1.46041402],[2.26384934]
10682,[1.82318429],[0.],[1.07063597],[1.08081648],[1.20474086],[1.86751872]
10683,[1.39175194],[0.],[0.81728352],[0.8250552],[0.91965456],[1.42559482]
10684,[0.92052634],[0.],[0.54056419],[0.54570499],[0.60827414],[0.94291085]
10685,[0.80463629],[0.],[0.4725095],[0.47700317],[0.53169437],[0.82420243]
10686,[0.65612074],[0.],[0.38529648],[0.38895984],[0.43355693],[0.67207536]
10687,[0.60021907],[0.],[0.35246966],[0.35582112],[0.39661834],[0.61481549]
10688,[0.52218691],[0.],[0.3066457],[0.30956083],[0.34505482],[0.53488339]
10689,[0.44728589],[0.],[0.26266205],[0.26515987],[0.29556144],[0.45816365]
10690,[0.3936073],[0.],[0.23113987],[0.23333789],[0.26009165],[0.40317955]
10691,[0.36504259],[0.],[0.21436531],[0.21640349],[0.24121584],[0.37391846]
10692,[0.3362809],[0.],[0.19747584],[0.19935418],[0.2222113],[0.34445866]
10693,[0.30205267],[0.],[0.17737574],[0.17906227],[0.1995935],[0.3093984]
10694,[0.26166672],[0.],[0.15365981],[0.1551217],[0.17290714],[0.26803008]
10695,[0.22925549],[0.],[0.13462675],[0.13590634],[0.15148944],[0.23483002]
10696,[0.64833696],[0.],[0.38072592],[0.38434522],[0.4284144],[0.66410323]
10697,[0.57425242],[0.],[0.33722093],[0.34042723],[0.37946016],[0.58821638]
10698,[1.42802611],[0.],[0.83858544],[0.8465593],[0.94362365],[1.462752]
10699,[1.12445453],[0.],[0.66031805],[0.66659674],[0.74302704],[1.15179754]
10700,[0.91928995],[0.],[0.5398393],[0.54497232],[0.60745766],[0.94164509]
10701,[0.79684128],[0.],[0.4679329],[0.47238163],[0.52654406],[0.81621907]
10702,[0.6561527],[0.],[0.38531549],[0.38897971],[0.43357853],[0.67210819]
10703,[0.6013561],[0.],[0.35313667],[0.35649504],[0.39737002],[0.61598016]
10704,[0.5240808],[0.],[0.30775766],[0.31068403],[0.34630675],[0.5368248]
10705,[0.43730323],[0.],[0.25679894],[0.25924147],[0.2889648],[0.44793648]
10706,[0.3934129],[0.],[0.23102582],[0.23322298],[0.25996291],[0.40297997]
10707,[0.36278064],[0.],[0.21303734],[0.21506256],[0.23972112],[0.37160208]
10708,[0.58466707],[0.],[0.34333632],[0.34660138],[0.38634192],[0.59888419]
10709,[0.50971248],[0.],[0.2993207],[0.30216672],[0.33681226],[0.52210742]
10710,[0.42931037],[0.],[0.25210656],[0.2545033],[0.28368403],[0.43975094]
10711,[0.38613802],[0.],[0.22675334],[0.22890902],[0.25515562],[0.3955271]
10712,[0.35788003],[0.],[0.21015936],[0.21215779],[0.23648285],[0.36658224]
10713,[0.32181667],[0.],[0.18898186],[0.19077898],[0.21265373],[0.32964278]
10714,[0.29320445],[0.],[0.17217965],[0.17381606],[0.19374595],[0.30033418]
10715,[0.12193286],[0.],[0.07160314],[0.07228397],[0.08057146],[0.12489811]
10716,[0.10758614],[0.],[0.06317741],[0.06377789],[0.07109078],[0.11020147]
10717,[0.09713693],[0.],[0.05704214],[0.05758387],[0.06418656],[0.0994991]
10718,[0.09153043],[0.],[0.05374944],[0.05426006],[0.06048173],[0.09375523]
10719,[0.08195213],[0.],[0.0481248],[0.04858186],[0.05415206],[0.08394365]
10720,[0.07482326],[0.],[0.04393872],[0.04435603],[0.0494424],[0.07664285]
10721,[0.06398525],[0.],[0.0375745],[0.03793133],[0.0422807],[0.06554045]
10722,[0.05784394],[0.],[0.03396816],[0.03429043],[0.0382225],[0.05925053]
10723,[0.05342112],[0.],[0.03137098],[0.03166906],[0.03530045],[0.05472058]
10724,[0.04901731],[0.],[0.02878502],[0.02905891],[0.0323905],[0.05020877]
10725,[0.04564858],[0.],[0.02680646],[0.02706134],[0.03016483],[0.04675882]
10726,[0.04090262],[0.],[0.0240192],[0.0242473],[0.02702765],[0.04189709]
10727,[0.03652733],[0.],[0.02144966],[0.02165443],[0.0241367],[0.03741552]
10728,[0.03390682],[0.],[0.01991088],[0.0201001],[0.02240525],[0.03473107]
10729,[0.03200861],[0.],[0.01879632],[0.01897517],[0.02115072],[0.03278707]
10730,[0.03089318],[0.],[0.01814141],[0.01831421],[0.02041373],[0.03164486]
10731,[0.02977603],[0.],[0.01748563],[0.01765152],[0.01967587],[0.03050006]
10732,[0.02842301],[0.],[0.01669075],[0.01684886],[0.01878077],[0.02911334]
10733,[0.02711146],[0.],[0.01592093],[0.01607299],[0.01791504],[0.02777155]
10734,[0.02500157],[0.],[0.01468195],[0.01482106],[0.01652054],[0.02560896]
10735,[0.02291328],[0.],[0.01345507],[0.01358294],[0.01514074],[0.0234697]
10736,[0.02192054],[0.],[0.0128736],[0.01299542],[0.01448582],[0.02245536]
10737,[0.02062368],[0.],[0.01211155],[0.01222646],[0.01362787],[0.02112566]
10738,[0.01946419],[0.],[0.01142986],[0.01153872],[0.0128615],[0.01993766]
10739,[0.24509174],[0.],[0.14392598],[0.14529456],[0.16195421],[0.25105162]
10740,[0.39574742],[0.],[0.23239613],[0.23460538],[0.26150515],[0.40537066]
10741,[0.33239462],[0.],[0.19519315],[0.19704902],[0.21964262],[0.34047734]
10742,[1.020168],[0.],[0.59907773],[0.60477408],[0.67411613],[1.04497603]
10743,[0.78111821],[0.],[0.45869933],[0.4630608],[0.51615446],[0.80011325]
10744,[0.66786509],[0.],[0.39219293],[0.39592195],[0.44131738],[0.68410483]
10745,[0.52840166],[0.],[0.31029523],[0.31324579],[0.34916141],[0.54125021]
10746,[1.89182736],[0.],[1.11094502],[1.12150915],[1.25009914],[1.9378319]
10747,[1.46259907],[0.],[0.85888771],[0.86705424],[0.96646954],[1.4981639]
10748,[1.15085664],[0.],[0.67582253],[0.68224896],[0.76047379],[1.1788416]
10749,[0.9285624],[0.],[0.54528336],[0.55046822],[0.61358429],[0.95114218]
10750,[0.73054915],[0.],[0.42900365],[0.43308259],[0.48273926],[0.74831386]
10751,[0.63009274],[0.],[0.37001232],[0.37353053],[0.41635901],[0.64541578]
10752,[0.4631567],[0.],[0.27198115],[0.2745671],[0.30604867],[0.47441894]
10753,[0.41460941],[0.],[0.24347261],[0.24578813],[0.27396922],[0.42469229]
10754,[0.35568634],[0.],[0.20887114],[0.21085747],[0.23503392],[0.36433584]
10755,[0.29542925],[0.],[0.17348602],[0.17513626],[0.19521648],[0.30261341]
10756,[0.26208922],[0.],[0.15390864],[0.15537226],[0.17318621],[0.26846381]
10757,[0.23025168],[0.],[0.13521168],[0.13649731],[0.15214781],[0.23585126]
10758,[0.19683216],[0.],[0.11558678],[0.11668579],[0.13006483],[0.20161872]
10759,[0.17696102],[0.],[0.10391846],[0.10490602],[0.11693462],[0.18126547]
10760,[0.16401485],[0.],[0.09631526],[0.0972311],[0.1083793],[0.16800307]
10761,[0.14634346],[0.],[0.08593776],[0.08675424],[0.09670234],[0.14990141]
10762,[0.13471747],[0.],[0.07911043],[0.07986298],[0.08901965],[0.13799376]
10763,[0.11644474],[0.],[0.06838042],[0.06903014],[0.07694525],[0.11927606]
10764,[0.10329725],[0.],[0.06065971],[0.06123686],[0.06825773],[0.1058089]
10765,[0.09273139],[0.],[0.05445533],[0.05497286],[0.06127661],[0.0949873]
10766,[0.08731584],[0.],[0.05127494],[0.0517631],[0.05769706],[0.08943869]
10767,[0.07823434],[0.],[0.04594234],[0.04637952],[0.05169658],[0.08013773]
10768,[0.07127482],[0.],[0.04185562],[0.04225306],[0.04709837],[0.07300886]
10769,[0.06294413],[0.],[0.03696278],[0.03731357],[0.04159296],[0.06447514]
10770,[0.0563449],[0.],[0.03308688],[0.03340224],[0.03723149],[0.05771434]
10771,[0.05094835],[0.],[0.02991773],[0.03020285],[0.03366576],[0.0521856]
10772,[0.04699037],[0.],[0.02759357],[0.02785622],[0.03105043],[0.04813258]
10773,[0.04360954],[0.],[0.02560896],[0.02585261],[0.02881699],[0.04467053]
10774,[0.13074048],[0.],[0.07677504],[0.07750512],[0.08639222],[0.13392]
10775,[0.11417069],[0.],[0.06704554],[0.06768317],[0.07544362],[0.11694758]
10776,[0.10460707],[0.],[0.06142867],[0.06201274],[0.06912259],[0.10715069]
10777,[0.09754819],[0.],[0.0572832],[0.05782838],[0.06445872],[0.09991987]
10778,[0.09372413],[0.],[0.05503853],[0.05556211],[0.06193238],[0.09600422]
10779,[0.08977478],[0.],[0.05271869],[0.05321981],[0.05932224],[0.09195725]
10780,[0.08553341],[0.],[0.05022778],[0.05070557],[0.05651942],[0.08761306]
10781,[0.08021808],[0.],[0.04710701],[0.04755456],[0.05300726],[0.08216899]
10782,[0.07377696],[0.],[0.04332528],[0.04373741],[0.04875206],[0.07557235]
10783,[0.06687706],[0.],[0.03927226],[0.0396455],[0.04419101],[0.0685031]
10784,[0.06390317],[0.],[0.03752611],[0.03788294],[0.04222627],[0.0654575]
10785,[0.06008861],[0.],[0.03528662],[0.03562186],[0.03970685],[0.0615505]
10786,[0.24527578],[0.],[0.14403485],[0.14540429],[0.16207603],[0.25124083]
10787,[0.20860848],[0.],[0.12250224],[0.12366691],[0.13784602],[0.21368102]
10788,[0.18302976],[0.],[0.1074816],[0.10850371],[0.12094445],[0.18748109]
10789,[0.1670233],[0.],[0.09808214],[0.0990144],[0.11036736],[0.17108496]
10790,[0.15161904],[0.],[0.08903606],[0.08988278],[0.10018858],[0.15530573]
10791,[0.1331735],[0.],[0.07820323],[0.07894714],[0.08799926],[0.13641178]
10792,[0.12207888],[0.],[0.07168867],[0.07237037],[0.08066822],[0.12504758]
10793,[0.10666339],[0.],[0.06263654],[0.0632327],[0.07048253],[0.10925798]
10794,[0.09996394],[0.],[0.05870189],[0.05926003],[0.06605539],[0.10239437]
10795,[0.09460109],[0.],[0.05555261],[0.05608138],[0.06251126],[0.09690106]
10796,[0.09160214],[0.],[0.05379178],[0.05430326],[0.06052925],[0.09382954]
10797,[0.08724845],[0.],[0.0512352],[0.0517225],[0.05765299],[0.0893713]
10798,[0.08156678],[0.],[0.04789843],[0.04835376],[0.05389805],[0.08354966]
10799,[0.07446125],[0.],[0.04372618],[0.04414176],[0.04920307],[0.07627133]
10800,[0.06730128],[0.],[0.03952109],[0.03989693],[0.04447181],[0.06893683]
10801,[0.06404486],[0.],[0.03760906],[0.03796675],[0.04232045],[0.06560266]
10802,[0.06073229],[0.],[0.03566419],[0.03600288],[0.04013107],[0.06220886]
10803,[0.05609347],[0.],[0.03294],[0.03325363],[0.0370656],[0.05745773]
10804,[0.08276256],[0.],[0.04860086],[0.0490631],[0.05468861],[0.08477395]
10805,[0.0771336],[0.],[0.04529606],[0.0457272],[0.05096909],[0.07901021]
10806,[0.07417354],[0.],[0.04355683],[0.04397155],[0.04901299],[0.0759767]
10807,[0.06863962],[0.],[0.04030733],[0.04069008],[0.04535568],[0.07030886]
10808,[0.06553008],[0.],[0.03848256],[0.0388489],[0.04330195],[0.06712416]
10809,[0.06324998],[0.],[0.0371425],[0.03749587],[0.04179514],[0.0647879]
10810,[0.06018451],[0.],[0.03534278],[0.03567888],[0.03976992],[0.06164899]
10811,[0.05726419],[0.],[0.03362774],[0.03394742],[0.03783974],[0.05865696]
10812,[0.05488301],[0.],[0.03222893],[0.03253478],[0.03626554],[0.05621702]
10813,[0.05133024],[0.],[0.03014323],[0.03042922],[0.03391805],[0.05257872]
10814,[0.04769712],[0.],[0.02801002],[0.02827613],[0.03151786],[0.04885747]
10815,[0.04596566],[0.],[0.02699309],[0.0272497],[0.03037392],[0.04708454]
10816,[0.04497034],[0.],[0.02640816],[0.02665872],[0.02971555],[0.04606416]
10817,[0.04385578],[0.],[0.02575325],[0.02599862],[0.02897942],[0.04492195]
10818,[0.04251139],[0.],[0.02496442],[0.02520115],[0.02809123],[0.04354474]
10819,[0.0411169],[0.],[0.02414534],[0.0243743],[0.02717021],[0.04211654]
10820,[0.03974573],[0.],[0.0233401],[0.02356214],[0.02626387],[0.04071341]
10821,[0.11588227],[0.],[0.0680495],[0.0686975],[0.07657373],[0.11869978]
10822,[0.10647245],[0.],[0.06252422],[0.06311866],[0.07035552],[0.10906099]
10823,[0.09934272],[0.],[0.05833814],[0.05889197],[0.06564499],[0.10175933]
10824,[0.08930563],[0.],[0.05244307],[0.0529416],[0.05901206],[0.09147773]
10825,[0.0858479],[0.],[0.05041267],[0.05089219],[0.05672765],[0.08793619]
10826,[0.0781704],[0.],[0.04590432],[0.04634064],[0.05165424],[0.0800712]
10827,[0.07499002],[0.],[0.04403635],[0.04445539],[0.04955213],[0.07681392]
10828,[0.07039526],[0.],[0.04133808],[0.04173206],[0.04651603],[0.07210685]
10829,[0.06620227],[0.],[0.03887568],[0.03924547],[0.04374518],[0.06781104]
10830,[0.0643775],[0.],[0.03780432],[0.03816461],[0.0425399],[0.06594307]
10831,[0.06187882],[0.],[0.03633725],[0.03668285],[0.0408888],[0.0633839]
10832,[0.05820509],[0.],[0.03417984],[0.03450557],[0.03846182],[0.05962118]
10833,[0.05567357],[0.],[0.03269376],[0.0330048],[0.03678912],[0.05702832]
10834,[0.05204045],[0.],[0.03055968],[0.03084998],[0.0343872],[0.05330534]
10835,[0.05098378],[0.],[0.02993933],[0.03022445],[0.03368909],[0.05222275]
10836,[0.0491737],[0.],[0.02887574],[0.0291505],[0.03249331],[0.05036861]
10837,[0.0473999],[0.],[0.02783462],[0.02809901],[0.03132086],[0.04855162]
10838,[0.04616179],[0.],[0.02710714],[0.02736461],[0.03050266],[0.04728326]
10839,[0.04455821],[0.],[0.02616624],[0.02641507],[0.02944426],[0.04564253]
10840,[0.04325443],[0.],[0.02540074],[0.02564179],[0.02858198],[0.04430678]
10841,[0.04221677],[0.],[0.02479075],[0.02502662],[0.02789597],[0.0432432]
10842,[0.04014749],[0.],[0.02357597],[0.02379974],[0.02652912],[0.04112294]
10843,[0.03923078],[0.],[0.02303683],[0.02325629],[0.02592259],[0.04018378]
10844,[0.03803674],[0.],[0.02233699],[0.02254867],[0.02513462],[0.03896294]
10845,[0.03677616],[0.],[0.02159654],[0.02180131],[0.02430173],[0.0376704]
10846,[0.03590611],[0.],[0.02108506],[0.0212855],[0.0237263],[0.03677962]
10847,[0.03426019],[0.],[0.0201191],[0.02031005],[0.02263853],[0.03509309]
10848,[0.03268858],[0.],[0.01919549],[0.01937779],[0.0216],[0.03348259]
10849,[0.03200342],[0.],[0.01879373],[0.01897258],[0.02114726],[0.03278189]
10850,[0.03152909],[0.],[0.01851466],[0.01869005],[0.02083363],[0.03229546]
10851,[0.03024086],[0.],[0.01775866],[0.01792714],[0.01998259],[0.03097613]
10852,[0.02938378],[0.],[0.01725581],[0.0174191],[0.01941667],[0.03009917]
10853,[0.02868048],[0.],[0.01684109],[0.01700179],[0.01895098],[0.02937686]
10854,[0.02764282],[0.],[0.01623283],[0.01638662],[0.01826582],[0.02831501]
10855,[0.02715898],[0.],[0.01594858],[0.01610064],[0.01794614],[0.02781907]
10856,[0.02635459],[0.],[0.01547597],[0.01562285],[0.01741478],[0.02699482]
10857,[0.0254137],[0.],[0.01492387],[0.01506557],[0.01679357],[0.02603146]
10858,[0.02525904],[0.],[0.01483315],[0.01497398],[0.01669075],[0.02587248]
10859,[0.02491171],[0.],[0.01462925],[0.01476749],[0.01646093],[0.02551651]
10860,[0.02434234],[0.],[0.01429402],[0.01443053],[0.01608509],[0.02493418]
10861,[0.02385677],[0.],[0.0140089],[0.01414282],[0.01576368],[0.02443651]
10862,[0.02322605],[0.],[0.0136391],[0.0137687],[0.01534723],[0.02379024]
10863,[0.02268691],[0.],[0.01332202],[0.01344902],[0.01499126],[0.02323814]
10864,[0.02232144],[0.],[0.01310861],[0.01323302],[0.01475021],[0.0228649]
10865,[0.03219091],[0.],[0.01890346],[0.01908317],[0.02127082],[0.0329737]
10866,[0.03169411],[0.],[0.01861142],[0.01878854],[0.02094336],[0.0324648]
10867,[0.03124138],[0.],[0.01834618],[0.0185207],[0.02064355],[0.0320017]
10868,[0.0308016],[0.],[0.01808784],[0.01825978],[0.02035325],[0.03155069]
10869,[0.03007584],[0.],[0.01766102],[0.01782864],[0.01987373],[0.03080678]
10870,[0.02929046],[0.],[0.01720051],[0.01736467],[0.01935533],[0.03000326]
10871,[0.02854051],[0.],[0.01675987],[0.01691885],[0.01885853],[0.0292343]
10872,[0.02811283],[0.],[0.01650845],[0.0166657],[0.01857686],[0.02879712]
10873,[0.02737152],[0.],[0.01607386],[0.01622678],[0.01808698],[0.02803766]
10874,[0.02688163],[0.],[0.01578528],[0.01593562],[0.01776211],[0.02753395]
10875,[0.02652739],[0.],[0.01557792],[0.01572653],[0.01752883],[0.0271728]
10876,[0.02616538],[0.],[0.01536538],[0.01551139],[0.0172895],[0.02680214]
10877,[0.0256176],[0.],[0.01504397],[0.01518653],[0.01692835],[0.02624054]
10878,[0.02542579],[0.],[0.01493078],[0.01507248],[0.01680134],[0.02604355]
10879,[0.02474496],[0.],[0.01453075],[0.01466899],[0.01635034],[0.02534544]
10880,[0.02403648],[0.],[0.01411517],[0.01424909],[0.01588291],[0.02462141]
10881,[0.02379542],[0.],[0.01397347],[0.01410566],[0.01572394],[0.02437344]
10882,[0.02371939],[0.],[0.01392854],[0.01406074],[0.01567296],[0.02429568]
10883,[0.02351376],[0.],[0.01380758],[0.01393978],[0.01553731],[0.02408486]
10884,[0.02302301],[0.],[0.01352074],[0.01364861],[0.01521418],[0.02358374]
10885,[0.02262211],[0.],[0.01328486],[0.01341101],[0.01494893],[0.02317248]
10886,[0.02225405],[0.],[0.01306886],[0.01319242],[0.01470528],[0.02279578]
10887,[0.02195683],[0.],[0.01289347],[0.01301616],[0.01450915],[0.02248992]
10888,[0.02140128],[0.],[0.01256774],[0.01268698],[0.01414195],[0.02192227]
10889,[0.0212639],[0.],[0.01248653],[0.01260576],[0.01405037],[0.02178058]
10890,[0.02117664],[0.],[0.01243555],[0.01255306],[0.01399334],[0.02169158]
10891,[0.02092954],[0.],[0.0122904],[0.01240704],[0.01383005],[0.02143843]
10892,[0.02064269],[0.],[0.01212192],[0.01223683],[0.01364083],[0.02114467]
10893,[0.02032646],[0.],[0.01193616],[0.01204934],[0.01343174],[0.02082067]
10894,[0.02014157],[0.],[0.0118273],[0.01193962],[0.01330819],[0.02063059]
10895,[0.02001888],[0.],[0.01175558],[0.0118679],[0.0132287],[0.02050618]
10896,[0.01584144],[0.],[0.00930269],[0.00939082],[0.01046822],[0.01622678]
10897,[0.01568419],[0.],[0.00921024],[0.0092975],[0.01036368],[0.01606522]
10898,[0.01552781],[0.],[0.00911779],[0.00920419],[0.01026],[0.01590538]
