,catchment3,catchment4,catchment5,catchment6,catchment_1,catchment_2
1838,[0.13927727],0,[0.08178841],[0.0825661],[0.09203307],[0.14266446]
1839,[0.13953364],0,[0.08193894],[0.08271808],[0.09220247],[0.14292701]
1840,[0.13616381],0,[0.07996061],[0.08072093],[0.0899761],[0.13947552]
1841,[0.12736915],0,[0.07479562],[0.07550669],[0.08416397],[0.13046659]
1842,[0.11826605],0,[0.06945005],[0.07011014],[0.0781488],[0.12114144]
1843,[0.10848038],0,[0.06370358],[0.06430925],[0.07168262],[0.11111818]
1844,[0.1007329],0,[0.05915376],[0.05971622],[0.06656342],[0.1031832]
1845,[0.09562925],0,[0.05615654],[0.0566905],[0.06319123],[0.09795514]
1846,[0.09142416],0,[0.05368723],[0.05419699],[0.06041174],[0.09364723]
1847,[0.08856778],0,[0.05201021],[0.05250528],[0.05852477],[0.09072173]
1848,[0.08443267],0,[0.0495815],[0.05005325],[0.05579194],[0.0864864]
1849,[0.0820247],0,[0.04816714],[0.04862592],[0.05420045],[0.08401968]
1850,[0.07886678],0,[0.04631299],[0.04675363],[0.05211389],[0.080784]
1851,[0.07432474],0,[0.04364582],[0.04406141],[0.04911322],[0.07613222]
1852,[0.07258637],0,[0.04262544],[0.04303066],[0.04796496],[0.07435152]
1853,[0.06989501],0,[0.04104432],[0.04143485],[0.04618598],[0.07159363]
1854,[0.06665587],0,[0.03914266],[0.03951418],[0.04404499],[0.06827674]
1855,[0.06493478],0,[0.03813178],[0.03849466],[0.04290797],[0.06651418]
1856,[0.06068822],0,[0.03563827],[0.03597696],[0.0401017],[0.06216394]
1857,[0.02533507],0,[0.01487808],[0.01501891],[0.01674086],[0.0259511]
1858,[0.02536869],0,[0.01489782],[0.01503884],[0.01676308],[0.02598554]
1859,[0.02559885],0,[0.01503298],[0.01517529],[0.01691517],[0.0262213]
1860,[0.02621883],0,[0.01539704],[0.01554282],[0.01732484],[0.02685635]
1861,[0.02723798],0,[0.01599552],[0.01614699],[0.01799829],[0.02790028]
1862,[0.02855997],0,[0.01677183],[0.01693069],[0.01887184],[0.02925442]
1863,[0.03010275],0,[0.0176778],[0.01784528],[0.0198913],[0.03083471]
1864,[0.03179275],0,[0.01867021],[0.01884714],[0.02100803],[0.0325658]
1865,[0.03356995],0,[0.01971383],[0.01990069],[0.02218238],[0.03438622]
1866,[0.03538606],0,[0.0207803],[0.02097731],[0.02338245],[0.03624649]
1867,[0.03733141],0,[0.02192267],[0.02213055],[0.02466792],[0.03823914]
1868,[0.03959062],0,[0.02324935],[0.02346986],[0.02616079],[0.04055329]
1869,[0.0421637],0,[0.02476033],[0.02499522],[0.02786105],[0.04318893]
1870,[0.04492779],0,[0.02638349],[0.02663382],[0.02968753],[0.04602023]
1871,[0.04779667],0,[0.02806818],[0.02833455],[0.03158326],[0.04895887]
1872,[0.05070695],0,[0.02977718],[0.03005981],[0.03350635],[0.05193992]
1873,[0.05360231],0,[0.03147743],[0.03177624],[0.03541957],[0.05490568]
1874,[0.05642939],0,[0.03313757],[0.03345218],[0.03728768],[0.05780151]
1875,[0.05910388],0,[0.03470811],[0.03503768],[0.03905497],[0.06054105]
1876,[0.0614454],0,[0.0360831],[0.03642576],[0.04060225],[0.0629395]
1877,[0.063428],0,[0.03724735],[0.03760111],[0.04191236],[0.06497035]
1878,[0.06511241],0,[0.03823649],[0.03859969],[0.04302542],[0.06669573]
1879,[0.06647146],0,[0.03903455],[0.03940536],[0.04392349],[0.0680878]
1880,[0.06778156],0,[0.03980388],[0.04018204],[0.04478922],[0.06942975]
1881,[0.06940804],0,[0.04075901],[0.04114627],[0.04586402],[0.07109578]
1882,[0.07164734],0,[0.04207399],[0.04247378],[0.04734375],[0.07338952]
1883,[0.07483719],0,[0.04394718],[0.0443648],[0.04945159],[0.07665693]
1884,[0.07893121],0,[0.04635133],[0.04679183],[0.05215691],[0.08085051]
1885,[0.08362951],0,[0.04911032],[0.04957708],[0.05526152],[0.08566305]
1886,[0.08872452],0,[0.05210228],[0.05259751],[0.05862827],[0.09088196]
1887,[0.07616419],0,[0.04472582],[0.04515178],[0.050328],[0.07801574]
1888,[0.06863962],0,[0.04030733],[0.04069094],[0.04535654],[0.07030886]
1889,[0.06031325],0,[0.03541795],[0.03575491],[0.03985459],[0.06177946]
1890,[0.06034863],0,[0.03543873],[0.03577589],[0.03987797],[0.0618157]
1891,[0.06047855],0,[0.03551502],[0.03585291],[0.03996382],[0.06194878]
1892,[0.06070737],0,[0.03564939],[0.03598855],[0.04011502],[0.06218317]
1893,[0.06104251],0,[0.0358462],[0.03618723],[0.04033648],[0.06252646]
1894,[0.06153267],0,[0.03613404],[0.0364778],[0.04066036],[0.06302855]
1895,[0.06217072],0,[0.03650873],[0.03685606],[0.04108198],[0.06368213]
1896,[0.06289825],0,[0.03693596],[0.03728734],[0.04156272],[0.06442735]
1897,[0.06366654],0,[0.03738713],[0.0377428],[0.0420704],[0.06521433]
1898,[0.06444574],0,[0.03784471],[0.03820473],[0.04258528],[0.06601249]
1899,[0.06521453],0,[0.03829617],[0.03866048],[0.04309328],[0.06679998]
1900,[0.06580425],0,[0.03864247],[0.03901008],[0.04348295],[0.06740404]
1901,[0.06499872],0,[0.03816979],[0.03853267],[0.0429503],[0.06657898]
1902,[0.0584496],0,[0.03432326],[0.03464899],[0.03862253],[0.05987002]
1903,[0.05350838],0,[0.03142195],[0.0317209],[0.03535747],[0.05480957]
1904,[0.04918493],0,[0.02888266],[0.02915741],[0.03250022],[0.05037984]
1905,[0.04596307],0,[0.0269905],[0.0272471],[0.03037133],[0.04708109]
1906,[0.04078771],0,[0.02395181],[0.0241799],[0.02695162],[0.04177872]
1907,[0.03668803],0,[0.0215447],[0.02174947],[0.02424298],[0.03758054]
1908,[0.03395779],0,[0.01994112],[0.0201312],[0.02243894],[0.03478378]
1909,[0.0319343],0,[0.01875312],[0.0189311],[0.02110147],[0.03271104]
1910,[0.03091219],0,[0.01815264],[0.01832544],[0.02042669],[0.03166387]
1911,[0.02975702],0,[0.0174744],[0.01764029],[0.01966291],[0.03048106]
1912,[0.02855261],0,[0.01676678],[0.01692576],[0.01886717],[0.0292464]
1913,[0.02698272],0,[0.01584576],[0.0159961],[0.01783037],[0.02764022]
1914,[0.02502058],0,[0.01469318],[0.01483315],[0.0165335],[0.0256297]
1915,[0.0228528],0,[0.01341965],[0.01354752],[0.01510099],[0.02340835]
1916,[0.02179181],0,[0.01279757],[0.01291939],[0.01440029],[0.0223223]
1917,[0.02082413],0,[0.01222906],[0.0123457],[0.01376093],[0.02133216]
1918,[0.02085052],0,[0.01224456],[0.01236134],[0.01377837],[0.0213592]
1919,[0.02095133],0,[0.01230375],[0.0124211],[0.01384498],[0.02146245]
1920,[0.02113923],0,[0.01241409],[0.01253249],[0.01396914],[0.02165491]
1921,[0.02139802],0,[0.01256605],[0.01268589],[0.01414014],[0.02191998]
1922,[0.02171354],0,[0.01275133],[0.01287293],[0.01434863],[0.02224316]
1923,[0.02207279],0,[0.01296229],[0.0130859],[0.01458601],[0.02261114]
1924,[0.02246538],0,[0.01319283],[0.01331862],[0.01484542],[0.02301325]
1925,[0.02288286],0,[0.01343798],[0.0135661],[0.01512128],[0.02344087]
1926,[0.02331683],0,[0.01369281],[0.01382336],[0.01540804],[0.02388537]
1927,[0.02375968],0,[0.01395286],[0.01408589],[0.01570067],[0.02433897]
1928,[0.02420475],0,[0.01421422],[0.01434973],[0.01599476],[0.02479484]
1929,[0.02464545],0,[0.014473],[0.01461097],[0.01628596],[0.02524623]
1930,[0.02507621],0,[0.01472595],[0.01486632],[0.01657059],[0.02568744]
1931,[0.02549367],0,[0.01497109],[0.01511379],[0.01684644],[0.02611503]
1932,[0.02589602],0,[0.01520735],[0.01535229],[0.0171123],[0.02652713]
1933,[0.02628154],0,[0.01543374],[0.01558083],[0.01736704],[0.026922]
1934,[0.02663562],0,[0.01564164],[0.0157907],[0.01760099],[0.02728463]
1935,[0.0269351],0,[0.01581746],[0.01596818],[0.01779882],[0.02759129]
1936,[0.02716894],0,[0.01595473],[0.01610675],[0.0179533],[0.02783075]
1937,[0.02734481],0,[0.016058],[0.01621099],[0.0180695],[0.02801085]
1938,[0.02747112],0,[0.01613219],[0.01628587],[0.01815295],[0.02814019]
1939,[0.02755356],0,[0.01618062],[0.01633473],[0.01820741],[0.0282246]
1940,[0.0275867],0,[0.0162001],[0.01635437],[0.01822932],[0.02825852]
1941,[0.02661206],0,[0.01562717],[0.01577578],[0.01758499],[0.0272592]
1942,[0.02604614],0,[0.01529453],[0.01543968],[0.01721088],[0.02667946]
1943,[0.02606962],0,[0.01530832],[0.0154536],[0.01722639],[0.0267035]
1944,[0.02615981],0,[0.01536128],[0.01550707],[0.01728599],[0.02679589]
1945,[0.0263279],0,[0.01545999],[0.01560672],[0.01739706],[0.02696807]
1946,[0.02655766],0,[0.01559492],[0.01574293],[0.01754889],[0.02720341]
1947,[0.02692701],0,[0.01581182],[0.0159619],[0.01779295],[0.02758175]
1948,[0.02758631],0,[0.016199],[0.01635276],[0.01822861],[0.02825708]
1949,[0.02868845],0,[0.01684621],[0.01700613],[0.01895689],[0.02938602]
1950,[0.03037569],0,[0.01783703],[0.01800638],[0.02007181],[0.03111429]
1951,[0.0326092],0,[0.01914863],[0.01933046],[0.02154769],[0.03340211]
1952,[0.03523539],0,[0.02069083],[0.02088732],[0.02328305],[0.03609216]
1953,[0.03815261],0,[0.02240393],[0.02261672],[0.02521073],[0.03908032]
1954,[0.0412863],0,[0.02424415],[0.02447445],[0.02728144],[0.04229021]
1955,[0.04456906],0,[0.02617191],[0.02642054],[0.02945065],[0.0456528]
1956,[0.04793323],0,[0.02814748],[0.0284149],[0.03167367],[0.04909877]
1957,[0.05130806],0,[0.03012931],[0.03041558],[0.03390372],[0.05255567]
1958,[0.05462781],0,[0.0320788],[0.03238361],[0.03609738],[0.05595615]
1959,[0.05784963],0,[0.03397077],[0.03429358],[0.03822633],[0.05925631]
1960,[0.06094617],0,[0.03578918],[0.03612929],[0.04027249],[0.06242815]
1961,[0.06371247],0,[0.03741365],[0.03776922],[0.04210043],[0.0652617]
1962,[0.06592011],0,[0.03871004],[0.03907797],[0.04355919],[0.06752299]
1963,[0.06766518],0,[0.03973482],[0.0401125],[0.04471229],[0.06931049]
1964,[0.0690642],0,[0.0405564],[0.04094187],[0.04563676],[0.07074354]
1965,[0.07006012],0,[0.04114128],[0.04153229],[0.04629488],[0.07176368]
1966,[0.07077645],0,[0.04156197],[0.04195698],[0.04676824],[0.07249744]
1967,[0.0713371],0,[0.04189121],[0.04228934],[0.0471387],[0.07307172]
1968,[0.07166535],0,[0.04208399],[0.04248396],[0.0473556],[0.07340796]
1969,[0.07068989],0,[0.04151174],[0.04190659],[0.0467113],[0.07240925]
1970,[0.0707855],0,[0.04156789],[0.04196327],[0.04677447],[0.07250718]
1971,[0.07114894],0,[0.04178132],[0.04217873],[0.04701463],[0.07287946]
1972,[0.07181517],0,[0.04217255],[0.04257368],[0.04745487],[0.07356189]
1973,[0.07269833],0,[0.04269116],[0.04309723],[0.04803845],[0.07446652]
1974,[0.07371973],0,[0.04329096],[0.04370273],[0.04871338],[0.07551276]
1975,[0.07482245],0,[0.04393852],[0.04435645],[0.04944204],[0.07664229]
1976,[0.0759644],0,[0.0446091],[0.04503341],[0.05019663],[0.077812]
1977,[0.0543888],0,[0.03193862],[0.03224275],[0.03593981],[0.05571158]
1978,[0.05040749],0,[0.02960064],[0.0298823],[0.03330806],[0.05163264]
1979,[0.04880736],0,[0.02866061],[0.02893363],[0.03225053],[0.04999363]
1980,[0.0467519],0,[0.02745446],[0.02771539],[0.03089318],[0.04788893]
1981,[0.04438973],0,[0.02606688],[0.02631485],[0.02933194],[0.045468]
1982,[0.04348685],0,[0.02553725],[0.02578003],[0.02873578],[0.04454438]
1983,[0.04225824],0,[0.02481581],[0.02505168],[0.02792362],[0.04328554]
1984,[0.04038509],0,[0.02371594],[0.02394058],[0.02668637],[0.04136746]
1985,[0.03862598],0,[0.02268259],[0.02289773],[0.02552342],[0.03956515]
1986,[0.03671741],0,[0.02156198],[0.02176675],[0.02426198],[0.03760992]
1987,[0.03497904],0,[0.02054074],[0.020736],[0.02311373],[0.03583008]
1988,[0.03383424],0,[0.01986854],[0.02005776],[0.02235686],[0.03465677]
1989,[0.03282336],0,[0.01927498],[0.01945728],[0.02168899],[0.03362083]
1990,[0.03215203],0,[0.01888099],[0.0190607],[0.02124576],[0.03293395]
1991,[0.03220623],0,[0.01891282],[0.01909283],[0.02128157],[0.03298947]
1992,[0.03240828],0,[0.01903147],[0.01921261],[0.02141508],[0.03319643]
1993,[0.0327749],0,[0.01924677],[0.01942995],[0.02165735],[0.03357197]
1994,[0.03326866],0,[0.01953672],[0.01972266],[0.02198362],[0.03407774]
1995,[0.03386335],0,[0.01988594],[0.0200752],[0.02237659],[0.0346869]
1996,[0.03453777],0,[0.02028198],[0.020475],[0.02282224],[0.03537772]
1997,[0.03527195],0,[0.02071311],[0.02091024],[0.02330738],[0.03612975]
1998,[0.03604576],0,[0.02116752],[0.02136896],[0.02381871],[0.03692238]
1999,[0.03683841],0,[0.02163299],[0.02183885],[0.02434249],[0.0377343]
2000,[0.03763021],0,[0.02209796],[0.02230824],[0.0248657],[0.03854536]
2001,[0.03840809],0,[0.02255476],[0.02276937],[0.02537972],[0.03934215]
2002,[0.03916282],0,[0.02299796],[0.02321678],[0.02587844],[0.04011523]
2003,[0.03988324],0,[0.02342099],[0.02364383],[0.02635448],[0.04085315]
2004,[0.04047725],0,[0.0237698],[0.02399595],[0.026747],[0.04146159]
2005,[0.04091415],0,[0.02402635],[0.02425493],[0.02703569],[0.0419091]
2006,[0.04123219],0,[0.02421309],[0.02444344],[0.02724585],[0.04223488]
2007,[0.04152449],0,[0.02438473],[0.0246167],[0.02743901],[0.0425343]
2008,[0.02398118],0,[0.01408234],[0.01421626],[0.01584576],[0.02456352]
2009,[0.02219962],0,[0.0130369],[0.01316045],[0.01466899],[0.02273962]
2010,[0.02097878],0,[0.01231978],[0.01243642],[0.01386288],[0.02148941]
2011,[0.02023661],0,[0.01188346],[0.01199578],[0.01337213],[0.02072822]
2012,[0.01943136],0,[0.01141085],[0.01151971],[0.01284077],[0.01990483]
2013,[0.01861834],0,[0.01093392],[0.0110376],[0.01230336],[0.01907107]
2014,[0.01768781],0,[0.01038701],[0.01048637],[0.01168819],[0.01811808]
2015,[0.01610496],0,[0.00945734],[0.00954634],[0.01064189],[0.01649635]
2016,[0.01498435],0,[0.00879984],[0.00888365],[0.00990144],[0.01534896]
2017,[0.01500883],0,[0.00881422],[0.00889816],[0.00991762],[0.01537404]
2018,[0.0151013],0,[0.00886852],[0.00895298],[0.00997872],[0.01546875]
2019,[0.01526975],0,[0.00896743],[0.00905283],[0.01009003],[0.01564129]
2020,[0.01549322],0,[0.00909866],[0.00918531],[0.0102377],[0.01587021]
2021,[0.01575416],0,[0.00925189],[0.00933999],[0.01041013],[0.01613749]
2022,[0.01603904],0,[0.00941917],[0.00950886],[0.01059838],[0.01642929]
2023,[0.01633759],0,[0.00959448],[0.00968584],[0.01079566],[0.0167351]
2024,[0.01664113],0,[0.00977272],[0.00986577],[0.01099623],[0.01704601]
2025,[0.01694123],0,[0.00994894],[0.01004367],[0.01119454],[0.01735341]
2026,[0.01722228],0,[0.01011396],[0.01021026],[0.01138026],[0.01764128]
2027,[0.01744862],0,[0.01024685],[0.01034442],[0.01152984],[0.01787313]
2028,[0.01761271],0,[0.01034317],[0.01044168],[0.01163826],[0.01804118]
2029,[0.01773178],0,[0.01041308],[0.01051223],[0.01171694],[0.01816311]
2030,[0.01780568],0,[0.01045647],[0.01055602],[0.01176579],[0.01823879]
2031,[0.01776643],0,[0.0104328],[0.01053216],[0.01174003],[0.01819843]
2032,[0.01650758],0,[0.00969408],[0.00978653],[0.010908],[0.01690848]
2033,[0.01512],0,[0.00887846],[0.00896314],[0.00999043],[0.0154872]
2034,[0.01451261],0,[0.0085225],[0.00860458],[0.0095904],[0.01486685]
2035,[0.01372982],0,[0.00806285],[0.00813974],[0.00907286],[0.01406333]
2036,[0.01284163],0,[0.00754099],[0.0076127],[0.00848621],[0.0131544]
2037,[0.01224374],0,[0.00719021],[0.00725846],[0.0080905],[0.01254182]
2038,[0.01099267],0,[0.00645494],[0.00651715],[0.00726365],[0.01125965]
2039,[0.01065571],0,[0.00625709],[0.0063167],[0.00704074],[0.01091405]
2040,[0.01008893],0,[0.00592445],[0.00598061],[0.00666662],[0.01033344]
2041,[0.01010592],0,[0.00593442],[0.00599068],[0.00667785],[0.01035084]
2042,[0.0101701],0,[0.00597211],[0.00602873],[0.00672026],[0.01041658]
2043,[0.0102878],0,[0.00604123],[0.0060985],[0.00679803],[0.01053715]
2044,[0.01044668],0,[0.00613453],[0.00619269],[0.00690302],[0.0106999]
2045,[0.01063602],0,[0.00624572],[0.00630494],[0.00702813],[0.01089385]
2046,[0.01084594],0,[0.00636899],[0.00642939],[0.00716684],[0.01110888]
2047,[0.01106796],0,[0.00649938],[0.00656101],[0.00731356],[0.01133631]
2048,[0.01129512],0,[0.00663277],[0.00669568],[0.00746366],[0.011569]
2049,[0.01152258],0,[0.00676635],[0.00683052],[0.00761396],[0.011802]
2050,[0.01174748],0,[0.00689842],[0.00696386],[0.00776258],[0.01203239]
2051,[0.0119678],0,[0.0070278],[0.00709447],[0.00790816],[0.01225807]
2052,[0.01218149],0,[0.00715329],[0.00722116],[0.00804937],[0.01247697]
2053,[0.0123756],0,[0.00726729],[0.00733624],[0.00817763],[0.01267582]
2054,[0.01251142],0,[0.00734705],[0.00741676],[0.00826736],[0.01281497]
2055,[0.01258638],0,[0.00739105],[0.00746121],[0.00831688],[0.01289175]
2056,[0.01262681],0,[0.00741479],[0.0074852],[0.0083436],[0.0129332]
2057,[0.01210291],0,[0.00710726],[0.00717552],[0.00799805],[0.01239754]
2058,[0.01170547],0,[0.00687312],[0.00693878],[0.00773453],[0.01198973]
2059,[0.01106611],0,[0.00649814],[0.00656035],[0.00731203],[0.01133482]
2060,[0.01073779],0,[0.00630634],[0.00636595],[0.00709603],[0.01099958]
2061,[0.0102721],0,[0.00603245],[0.00608947],[0.00678845],[0.01052179]
2062,[0.009828],0,[0.00577152],[0.00582595],[0.00649382],[0.01006646]
2063,[0.0095688],0,[0.00561946],[0.00567302],[0.00632362],[0.00980208]
2064,[0.00925344],0,[0.0054337],[0.00548467],[0.00611453],[0.00947808]
2065,[0.00894758],0,[0.00525398],[0.0053041],[0.00591235],[0.00916445]
2066,[0.00867283],0,[0.00509328],[0.00514166],[0.00573178],[0.00888451]
2067,[0.0081769],0,[0.00480125],[0.00484704],[0.00540259],[0.00837475]
2068,[0.00780278],0,[0.00458266],[0.00462586],[0.00515635],[0.00799286]
2069,[0.00780633],0,[0.00458474],[0.00462796],[0.00515869],[0.0079965]
2070,[0.00783133],0,[0.00459942],[0.00464278],[0.00517521],[0.0080221]
2071,[0.00790045],0,[0.00464],[0.00468375],[0.00522089],[0.0080929]
2072,[0.00801683],0,[0.00470834],[0.00475274],[0.00529778],[0.0082121]
2073,[0.00817019],0,[0.00479839],[0.00484365],[0.00539912],[0.00836919]
2074,[0.00835156],0,[0.00490489],[0.00495117],[0.00551896],[0.00855496]
2075,[0.00855431],0,[0.00502394],[0.00507136],[0.00565293],[0.00876264]
2076,[0.00877288],0,[0.00515228],[0.00520093],[0.00579735],[0.00898651]
2077,[0.00900195],0,[0.00528679],[0.00533673],[0.00594872],[0.00922115]
2078,[0.00923721],0,[0.00542493],[0.00547619],[0.00610417],[0.00946212]
2079,[0.00947534],0,[0.00556476],[0.00561735],[0.00626152],[0.00970602]
2080,[0.00971354],0,[0.00570463],[0.00575856],[0.00641892],[0.00995001]
2081,[0.00994922],0,[0.00584302],[0.00589827],[0.00657465],[0.01019142]
2082,[0.01018044],0,[0.00597879],[0.00603534],[0.00672743],[0.01042825]
2083,[0.0104058],0,[0.00611111],[0.00616893],[0.00687634],[0.01065909]
2084,[0.01062386],0,[0.00623915],[0.0062982],[0.00702043],[0.01088245]
2085,[0.01083335],0,[0.00636216],[0.00642238],[0.00715885],[0.01109702]
2086,[0.01102376],0,[0.00647396],[0.00653527],[0.00728467],[0.01129206]
2087,[0.0111757],0,[0.00656317],[0.00662534],[0.00738508],[0.01144769]
2088,[0.01129111],0,[0.00663092],[0.00669374],[0.00746132],[0.01156587]
2089,[0.0113862],0,[0.00668672],[0.00675008],[0.00752412],[0.01166323]
2090,[0.01146292],0,[0.00673177],[0.00679554],[0.00757482],[0.0117418]
2091,[0.0115202],0,[0.00676538],[0.00682947],[0.00761266],[0.01180043]
2092,[0.01156141],0,[0.00678956],[0.00685385],[0.00763985],[0.01184259]
2093,[0.0115866],0,[0.00680433],[0.00686877],[0.00765647],[0.01186837]
2094,[0.01159527],0,[0.00680939],[0.00687391],[0.00766216],[0.01187723]
2095,[0.01135814],0,[0.00667008],[0.00673315],[0.00750557],[0.01163462]
2096,[0.01101859],0,[0.0064705],[0.0065327],[0.00728093],[0.01128643]
2097,[0.01083888],0,[0.00636422],[0.00642557],[0.0071617],[0.01110154]
2098,[0.01049501],0,[0.00616291],[0.00622166],[0.00693533],[0.01075075]
2099,[0.01049678],0,[0.00616395],[0.00622271],[0.0069365],[0.01075256]
2100,[0.0105034],0,[0.00616784],[0.00622664],[0.00694087],[0.01075935]
2101,[0.01051556],0,[0.00617498],[0.00623385],[0.00694891],[0.0107718]
2102,[0.01053213],0,[0.00618471],[0.00624367],[0.00695985],[0.01078877]
2103,[0.01055197],0,[0.00619636],[0.00625543],[0.00697296],[0.01080908]
2104,[0.0105738],0,[0.00620919],[0.00626837],[0.00698739],[0.01083145]
2105,[0.01059663],0,[0.00622259],[0.0062819],[0.00700247],[0.01085482]
2106,[0.01061973],0,[0.00623616],[0.0062956],[0.00701773],[0.01087848]
2107,[0.01064253],0,[0.00624956],[0.00630912],[0.0070328],[0.01090183]
2108,[0.01066004],0,[0.00625984],[0.00631948],[0.00704435],[0.01091973]
2109,[0.01065917],0,[0.00625882],[0.00631843],[0.00704333],[0.0109175]
2110,[0.01053562],0,[0.00618624],[0.00624499],[0.00696125],[0.01079136]
2111,[0.01042502],0,[0.00612144],[0.00617933],[0.00688781],[0.01067731]
2112,[0.01030838],0,[0.00605318],[0.00611107],[0.00681178],[0.01055894]
2113,[0.01000858],0,[0.00587693],[0.00593222],[0.00661306],[0.0102505]
2114,[0.00982282],0,[0.00576893],[0.00582336],[0.00649123],[0.01006214]
2115,[0.00970099],0,[0.00569635],[0.00575078],[0.00641002],[0.009936]
2116,[0.00959818],0,[0.00563674],[0.0056903],[0.00634262],[0.00983146]
2117,[0.009396],0,[0.0055175],[0.00557021],[0.0062087],[0.00962496]
2118,[0.00930269],0,[0.00546221],[0.00551491],[0.0061465],[0.00952819]
2119,[0.00923011],0,[0.00541987],[0.00547171],[0.00609898],[0.00945389]
2120,[0.00915581],0,[0.00537667],[0.00542765],[0.00604973],[0.00937872]
2121,[0.00891994],0,[0.00523757],[0.00528768],[0.00589421],[0.0091368]
2122,[0.00881194],0,[0.0051745],[0.00522374],[0.0058225],[0.00902621]
2123,[0.00863136],0,[0.00506909],[0.00511661],[0.00570413],[0.00884131]
2124,[0.00856656],0,[0.00503021],[0.00507859],[0.00566006],[0.00877478]
2125,[0.00845165],0,[0.00496282],[0.00500947],[0.00558403],[0.00865642]
2126,[0.00832637],0,[0.00488938],[0.00493603],[0.00550195],[0.00852941]
2127,[0.00828144],0,[0.00486346],[0.00491011],[0.00547258],[0.00848448]
2128,[0.0081648],0,[0.0047952],[0.00484099],[0.00539568],[0.00836352]
2129,[0.00807408],0,[0.00474163],[0.00478656],[0.0053352],[0.00827021]
2130,[0.00807481],0,[0.00474206],[0.00478699],[0.00533568],[0.00827095]
2131,[0.0080776],0,[0.0047437],[0.00478864],[0.00533752],[0.00827381]
2132,[0.00808271],0,[0.0047467],[0.00479167],[0.0053409],[0.00827905]
2133,[0.00808955],0,[0.00475072],[0.00479573],[0.00534542],[0.00828606]
2134,[0.00809774],0,[0.00475553],[0.00480059],[0.00535084],[0.00829445]
2135,[0.00810698],0,[0.00476095],[0.00480607],[0.00535694],[0.00830391]
2136,[0.00811694],0,[0.0047668],[0.00481197],[0.00536352],[0.00831412]
2137,[0.00812733],0,[0.00477291],[0.00481814],[0.00537039],[0.00832477]
2138,[0.00813781],0,[0.00477906],[0.00482435],[0.00537732],[0.00833551]
2139,[0.00814776],0,[0.00478489],[0.00483024],[0.0053839],[0.00834569]
2140,[0.0081552],0,[0.00478925],[0.00483467],[0.00538883],[0.00835335]
2141,[0.00815961],0,[0.00479183],[0.00483729],[0.00539175],[0.00835792]
2142,[0.00816229],0,[0.00479338],[0.00483886],[0.0053935],[0.00836066]
2143,[0.00812506],0,[0.00477101],[0.00481594],[0.0053689],[0.00832205]
2144,[0.00803088],0,[0.00471571],[0.00476064],[0.00530669],[0.00822614]
2145,[0.00794621],0,[0.00466646],[0.00471053],[0.00525053],[0.00813974]
2146,[0.00790387],0,[0.00464141],[0.00468547],[0.00522288],[0.00809568]
2147,[0.00787018],0,[0.00462154],[0.0046656],[0.00520042],[0.00806198]
2148,[0.00780538],0,[0.00458352],[0.00462672],[0.00515722],[0.00799459]
2149,[0.00777254],0,[0.00456451],[0.00460771],[0.00513648],[0.00796176]
2150,[0.00771034],0,[0.00452736],[0.00457056],[0.00509414],[0.00789696]
2151,[0.00762048],0,[0.00447466],[0.00451786],[0.00503539],[0.00780624]
2152,[0.00749174],0,[0.00439949],[0.00444096],[0.00495072],[0.00767318]
2153,[0.0074088],0,[0.00435024],[0.00439171],[0.00489542],[0.00758851]
2154,[0.00740621],0,[0.00434938],[0.00439085],[0.00489456],[0.00758765]
2155,[0.00737683],0,[0.0043321],[0.0043727],[0.00487469],[0.00755568]
2156,[0.00732413],0,[0.00430099],[0.0043416],[0.00483926],[0.00750211]
2157,[0.00730253],0,[0.00428803],[0.00432864],[0.00482544],[0.00747965]
2158,[0.00721872],0,[0.00423878],[0.00427939],[0.00477014],[0.00739411]
2159,[0.00716256],0,[0.00420595],[0.0042457],[0.00473299],[0.00733622]
2160,[0.00710122],0,[0.00417053],[0.00421027],[0.00469325],[0.00727488]
2161,[0.00710138],0,[0.00417063],[0.00421037],[0.00469336],[0.00727505]
2162,[0.007102],0,[0.00417099],[0.00421074],[0.00469377],[0.00727568]
2163,[0.00711535],0,[0.00417882],[0.00421865],[0.00470258],[0.00728936]
2164,[0.00735115],0,[0.00431729],[0.00435844],[0.00485839],[0.00753089]
2165,[0.00815777],0,[0.00479096],[0.00483662],[0.00539139],[0.00835712]
2166,[0.00961975],0,[0.00564948],[0.00570331],[0.00635745],[0.00985465]
2167,[0.01160762],0,[0.00681682],[0.00688175],[0.007671],[0.01189084]
2168,[0.01399357],0,[0.00821793],[0.00829618],[0.0092476],[0.01433481]
2169,[0.01665555],0,[0.00978113],[0.00987424],[0.01100659],[0.0170615]
2170,[0.0194935],0,[0.01144767],[0.01155663],[0.01288187],[0.01996846]
2171,[0.02243701],0,[0.01317619],[0.01330159],[0.0148269],[0.02298353]
2172,[0.02543449],0,[0.01493641],[0.01507855],[0.01680759],[0.02605389]
2173,[0.02843856],0,[0.01670049],[0.01685941],[0.01879263],[0.02913099]
2174,[0.03140545],0,[0.01844275],[0.01861824],[0.02075311],[0.03217001]
2175,[0.03429734],0,[0.02014096],[0.0203326],[0.02266403],[0.03513222]
2176,[0.03708307],0,[0.02177683],[0.02198402],[0.02450479],[0.03798567]
2177,[0.03966566],0,[0.0232934],[0.02351502],[0.02621131],[0.040631]
2178,[0.04187236],0,[0.02458925],[0.02482318],[0.02766945],[0.04289133]
