,catchment3,catchment4,catchment5,catchment6,catchment_1,catchment_2
388,[0.02672342],0,[0.01569288],[0.01584231],[0.01765853],[0.02737326]
389,[0.02385913],0,[0.01401024],[0.01414377],[0.01576557],[0.02443857]
390,[0.02114227],0,[0.0124151],[0.01253353],[0.01397062],[0.02165568]
391,[0.0181906],0,[0.01068237],[0.01078309],[0.01202029],[0.018632]
392,[0.12795306],0,[0.07513857],[0.07585258],[0.0845497],[0.13106386]
393,[0.42646461],0,[0.25043461],[0.25281625],[0.28180324],[0.43683383]
394,[0.37149929],0,[0.21815691],[0.22023077],[0.24548298],[0.38053293]
395,[0.30921219],0,[0.1815803],[0.18330701],[0.20432378],[0.31673104]
396,[0.29597215],0,[0.17380532],[0.17545749],[0.19557505],[0.30316896]
397,[0.22952853],0,[0.13478697],[0.13606843],[0.15166983],[0.23510948]
398,[0.1697413],0,[0.09967896],[0.10062677],[0.11216443],[0.17386975]
399,[0.41356736],0,[0.24286053],[0.24516945],[0.27328065],[0.42362374]
400,[0.35052722],0,[0.20584143],[0.20779904],[0.23162451],[0.35905053]
401,[0.28516855],0,[0.16746038],[0.16905222],[0.18843559],[0.29210233]
402,[1.00173508],0,[0.58825393],[0.59384761],[0.66193646],[1.02609513]
403,[0.71197205],0,[0.41809389],[0.42207015],[0.47046338],[0.72928469]
404,[0.55737434],0,[0.32730874],[0.33042154],[0.36830639],[0.5709277]
405,[0.40807871],0,[0.23963836],[0.24191654],[0.26965415],[0.41800264]
406,[0.28178089],0,[0.16547131],[0.16704506],[0.18619833],[0.2886334]
407,[0.20248924],0,[0.11890814],[0.12003844],[0.13380218],[0.20741289]
408,[0.14980083],0,[0.08796788],[0.08880411],[0.09898602],[0.15344299]
409,[0.08818912],0,[0.05178742],[0.05228026],[0.05827431],[0.09033334]
410,[0.04428879],0,[0.02600762],[0.02625511],[0.02926557],[0.04536547]
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,[0.7652589],0,[0.44938755],[0.45366104],[0.50567587],[0.78387005]
415,[1.28737055],0,[0.75598825],[0.76317759],[0.85068079],[1.31867611]
416,[1.03128694],0,[0.60560713],[0.61136631],[0.68146327],[1.05636623]
417,[0.71431942],0,[0.41947351],[0.42346211],[0.47201506],[0.73169112]
418,[0.48359375],0,[0.28398314],[0.28668476],[0.31955407],[0.49535415]
419,[0.34082436],0,[0.20014446],[0.20204719],[0.22521295],[0.34911236]
420,[2.29653821],0,[1.34860571],[1.36142938],[1.51752755],[2.3523848]
421,[1.4973329],0,[0.87928492],[0.88764543],[0.98942052],[1.53374387]
422,[0.81178775],0,[0.47671015],[0.48124344],[0.53642137],[0.83152919]
423,[3.97068916],0,[2.33172485],[2.3538971],[2.62378927],[4.06724759]
424,[17.4351178],0,[10.2384957],[10.33585129],[11.52093756],[17.85909255]
425,[9.89950111],0,[5.8133247],[5.86860202],[6.54148309],[10.1402297]
426,[3.15314895],0,[1.8516368],[1.86924372],[2.08356659],[3.22982496]
427,[1.55856433],0,[0.91524225],[0.92394581],[1.02988215],[1.59646464]
428,[0.37560696],0,[0.22056931],[0.22266711],[0.24819741],[0.38474138]
429,0,0,0,0,0,0
430,[1.73165934],0,[1.01688884],[1.02655875],[1.1442614],[1.77376839]
431,[0.52641803],0,[0.30912993],[0.3120691],[0.34785076],[0.53921801]
432,0,0,0,0,0,0
433,0,0,0,0,0,0
434,0,0,0,0,0,0
435,[1.32550545],0,[0.77838181],[0.78578398],[0.8758795],[1.35773736]
436,[3.95296086],0,[2.32131302],[2.34338613],[2.61207336],[4.04908536]
437,[2.22723376],0,[1.30790688],[1.32034451],[1.47173114],[2.28139292]
438,[1.12556516],0,[0.66096996],[0.66725536],[0.74376068],[1.15293552]
439,[0.45690254],0,[0.26830764],[0.27086031],[0.3019157],[0.46801159]
440,[0.01447819],0,[0.00850206],[0.00858353],[0.00956754],[0.01483033]
441,0,0,0,0,0,0
442,0,0,0,0,0,0
443,0,0,0,0,0,0
444,0,0,0,0,0,0
445,0,0,0,0,0,0
446,0,0,0,0,0,0
447,[0.43813056],0,[0.25728497],[0.25973214],[0.28951266],[0.44878607]
448,[0.19563822],0,[0.11488571],[0.11597894],[0.12927656],[0.2003974]
449,[0.10697987],0,[0.06282206],[0.06342005],[0.07069176],[0.10958294]
450,0,0,0,0,0,0
451,[0.35817163],0,[0.21033127],[0.21233029],[0.23667649],[0.36688121]
452,[0.15498644],0,[0.0910137],[0.09187914],[0.10241415],[0.15875538]
453,[0.04879762],0,[0.02865584],[0.02892792],[0.032245],[0.04998317]
454,0,0,0,0,0,0
455,0,0,0,0,0,0
456,0,0,0,0,0,0
457,[0.64935225],0,[0.38132247],[0.38494816],[0.42908571],[0.66514303]
458,[0.43699348],0,[0.2566177],[0.25905712],[0.28876036],[0.44761931]
459,[0.30242985],0,[0.17759692],[0.17928678],[0.19984239],[0.30978321]
460,[0.10875241],0,[0.06386355],[0.06447067],[0.07186288],[0.11139722]
461,0,0,0,0,0,0
462,0,0,0,0,0,0
463,0,0,0,0,0,0
464,0,0,0,0,0,0
465,0,0,0,0,0,0
466,0,0,0,0,0,0
467,0,0,0,0,0,0
468,[1.04557424],0,[0.61399672],[0.61983539],[0.69090447],[1.07099956]
469,[0.83894848],0,[0.4926597],[0.49734382],[0.55436819],[0.85934964]
470,[0.63245759],0,[0.37140006],[0.37493176],[0.41792121],[0.64783729]
471,[0.44882531],0,[0.26356599],[0.2660728],[0.29657991],[0.45974042]
472,[1.01893663],0,[0.59835448],[0.60404407],[0.67330264],[1.04371439]
473,[0.81125201],0,[0.47639445],[0.48092514],[0.53606696],[0.83097903]
474,[0.61007153],0,[0.35825457],[0.36166157],[0.40312879],[0.62490683]
475,[0.40964577],0,[0.24055872],[0.24284599],[0.27069054],[0.41960733]
476,[0.21032701],0,[0.12351046],[0.12468512],[0.13898077],[0.21544034]
477,[0.06350697],0,[0.0372943],[0.0376487],[0.04196569],[0.06505232]
478,0,0,0,0,0,0
479,0,0,0,0,0,0
480,0,0,0,0,0,0
481,0,0,0,0,0,0
482,0,0,0,0,0,0
483,0,0,0,0,0,0
484,0,0,0,0,0,0
485,0,0,0,0,0,0
486,0,0,0,0,0,0
487,0,0,0,0,0,0
488,0,0,0,0,0,0
489,0,0,0,0,0,0
490,0,0,0,0,0,0
491,0,0,0,0,0,0
492,0,0,0,0,0,0
493,0,0,0,0,0,0
